id,text,ASSALTO,ROUBO,FURTO,ASSEDIO,SPUBLICA,HOMICIDIO,OUTRO,CRIME,KEYWORD,LOCAL
2557,creasp1 obr rua canario1301 moem obr s responsa tecn possi invasa calc painatchocolat,0,0,0,0,0,0,0,0,1,1
2558,invasa sistem urs,0,0,0,0,0,0,0,0,1,0
2559,reginaldodelem geraldoalckmin cobr menos nao assalt aqu sp,0,0,0,0,0,0,0,0,1,1
2560,diogobarboz roub,0,0,0,0,0,0,0,0,1,0
2561,uolnotic govern dev ter propost planej trembal diz tcu uol so planej roub,0,0,0,0,0,0,0,0,1,0
2562,put sacan quer acab corinthi ris rt estada populaca gamb ameac cobr,0,0,0,0,0,0,0,0,1,0
2563,assalt val apen vid ris,0,0,0,0,0,0,0,0,1,0
2564,crim roub formaca quadrilh ameac lesa corpor apo prest,0,0,0,0,0,0,0,0,1,0
2565,sum agr qe ganh gab niv affu cont algum qe ja roub,0,0,0,0,0,0,0,0,1,0
2566,tod mund ach roub pergunt hahah,0,0,0,0,0,0,0,0,1,0
2567,invasa miniom miniom cin prim shopping cidad jardim,0,0,0,0,0,0,0,0,1,0
2568,mabranda vai ter cop sim vai ter assalt sim ah nao dig,0,0,0,0,0,0,0,0,1,0
2569,bolooo meus30 comemorandoaind amigosquer surpr invasa condomini,0,0,0,0,0,0,0,0,1,0
2570,tribun funda decret prisa preven doi suspeit furt milh eur,0,0,1,0,0,0,0,1,1,0
2571,lineolive homicidi,0,0,0,0,0,0,0,0,1,0
2572,dod penetr faz um furt,0,0,0,0,0,0,0,0,1,0
2573,amig markinhosmouraofic segund assalt otim eheheh larg,1,0,0,0,0,0,0,1,1,0
2574,mol roub cantin 150 cremos,0,0,0,0,0,0,0,0,1,0
2575,bbb menin rj pag 15 real quas levant mao qdo car fal man assalt,0,0,0,0,0,0,0,0,1,1
2576,ric roub esport predilet romari,0,0,0,0,0,0,0,0,1,0
2577,polic identif 13 suspeit furt cofr itau aven paul,0,0,1,0,0,0,0,1,1,1
2578,tent assalt tatuap deu niss absurd socorr seguranc saopaul perd ate reunia import med,1,0,0,0,0,0,0,1,1,0
2579,fmaza tbm ach tim perd ver invasa violenc,0,0,0,0,0,0,0,0,1,0
2580,mao alt 320 assalt,0,0,0,0,0,0,0,0,1,0
2581,portalr7 roub ja exist desd govern cov,0,0,0,0,0,0,0,0,1,0
2582,natur abr invasa,0,0,0,0,0,0,0,0,1,0
2583,corinth perd nao pod fal roub combin nao car,0,0,0,0,0,0,0,0,1,0
2584,mort td dia assalt td dia nao vir cult,0,0,0,0,1,0,0,1,1,0
2585,tud envolv assalt lembr jeferson quas morr rii,0,0,0,0,0,0,0,0,1,0
2586,vo ver invasa cas branc,0,0,0,0,0,0,0,0,1,0
2587,nooooss sonh nespress madonn assalt arranq cabec assalt fac,0,0,0,0,0,0,0,0,1,0
2588,leisecasp acess aven bandeir sent pinh interdit men realiz assalt motor cuid,1,0,0,0,0,0,0,1,1,1
2589,ach roub dem dev ta primer votedemilovat,0,0,0,0,0,0,0,0,1,0
2590,vontad entr onibu grit assalt gal so pra ver reaca pesso med reaca pesso,0,0,0,0,0,0,0,0,1,0
2591,homicidi curtapollooficialnofacebook,0,0,0,0,0,0,0,0,1,0
2592,mand audi wpp kezyasant mand pesso roub celul dla devolv pra ris,0,0,0,0,0,0,0,0,1,0
2593,driafons furt qualific pen 2 8 ano nao hav argument afast qualific,0,0,1,0,0,0,0,1,1,0
2594,hardzaynx nom eh vinoc roub toddynh,0,0,0,0,0,0,0,0,1,0
2595,redeglobosptv sptv roub furt carr moviment r 500 milho sp segur tao car psdb,0,0,0,0,1,0,0,1,1,1
2596,cogumeloazull pererec caiu jardim pul pro quart caaaara ris pa pum homicidi,0,0,0,0,0,0,0,0,1,0
2597,dai sai agor ced rua fio post espalh pra tod cant net tav rol direit furt,0,0,0,0,0,0,0,0,1,0
2598,fuckingbos ach algu vai sofr assalt ness madrug bj,0,0,0,0,1,0,0,1,1,0
2599,ricard nutr nutr k al assal,0,0,0,0,0,0,0,0,1,0
2600,tribun brag aplic prisa preven tre hom det noit,0,0,0,0,1,0,0,1,1,0
2601,so curt part invasa ate agor rest ta mei zzzzzzzzzz,0,0,0,0,0,0,0,0,1,0
2602,nao nao roub profiss tamb err gent chat,0,0,0,0,0,0,0,0,1,0
2603,assalt jog,0,0,0,0,0,0,0,0,1,0
2604,brnew ferr neg participaca crim menos dez famili amig,0,0,0,0,0,0,0,0,1,0
2605,tac pau ness invasa foiplanej invasaof12014 mudamosahist turmadoalicat gpbrasil,0,0,0,0,0,0,0,0,1,0
2606,sportv trocadep barret ning maca vide fot comprov invasa to vestiari estranh,0,0,0,0,0,0,0,0,1,0
2607,prim vez pov ter arc propr escolh mostr dam total conscienc roub govern fez,0,0,0,0,0,0,0,0,1,0
2608,assistim film bluray ski lin invasa merd film conselh nao alug,0,0,0,0,0,0,0,0,1,0
2609,encontr car aeroport diss pastor oficializ roub brasil,0,0,0,0,0,0,0,0,1,1
2610,com aqi mai roub,0,0,0,0,0,0,0,0,1,0
2611,to arrum aqu armari roup dand fuc closet pal pq ach malandr pai roub uma aer,0,0,0,0,0,0,0,0,1,0
2612,dennybapt sergioe escond bonec roub carr fic quit melhor brinc medic,0,0,0,0,0,0,0,0,1,0
2613,ladr salt sab cheg tom assalt vai lig min band sempr dispost agir so viv vid,0,0,0,0,0,0,0,0,1,0
2614,baby driv gost tip film curt aca carr roub banc,0,0,0,0,0,0,0,0,1,0
2615,solitari acus roub 20 instituico banc repl arm ter,0,1,0,0,0,0,0,1,1,0
2616,dicadeestil bom dia tom lev nom vinh itali verdad reviv daquel invasa burgundy gent viv ha algum tempor ai agor denominaca val cartel,0,0,0,0,0,0,0,0,1,0
2617,tod unid prol bem comum mao alt 320 assalt ogiganteacord vempraru brasil,0,0,0,0,0,0,0,0,1,0
2618,curt ver skrull film capit marvel invasa secret sag explor bast participaca univers marvel edica versa delux,0,0,0,0,0,0,0,0,1,0
2619,aren ont magnif 100 pesso vitor obv invasa uhuuuuu aren sntbernard,0,0,0,0,0,0,0,0,1,0
2620,chuv roub bris,0,0,0,0,0,0,0,0,1,0
2621,estupr tao crim quant assalt ning ped pra assalt sarau tamb lug,0,0,0,0,1,0,0,1,1,0
2622,viniciussiig furt,0,0,0,0,0,0,0,0,1,0
2623,naathy39 0uz4d4 suagis luizabieberr ddemibieb uaig sab vai ter projet invasa mampg hahah,0,0,0,0,0,0,0,0,1,0
2624,flaviopradojpgz gol adiant contr corinth voc fal roub pens niss,0,0,0,0,0,0,0,0,1,0
2625,secret est mei ambi polic ambient agir hoj ped imped invasa are parqu bufal billing,0,0,0,0,0,0,0,0,1,1
2626,embarg nao pizz verdad pizz assalt psdb fez licitaco metr cpi govern deix faz,0,0,0,0,0,0,0,0,1,0
2627,samiachiquin descobr roub peg volt hahahahah,0,0,0,0,0,0,0,0,1,0
2628,mo roub porr,0,0,0,0,0,0,0,0,1,0
2629,jannagat ris assalt carto nao compr carto aqu onlin codig,0,0,0,0,0,0,0,0,1,0
2630,silviadcors ateuignor cintiadalcors tod mund nasc amer ant invasa europe pro infern,0,0,0,0,0,0,0,0,1,0
2631,ta ar bast invasa rodfar val pen amanh tv,0,0,0,0,0,0,0,0,1,0
2632,colegnacr cert furt ris jur meew gost batman vi imensida diss hop rs,0,0,0,0,0,0,0,0,1,0
2633,cpi apur fraud licitaco metr govern nao deix sairfaz comissa amig pod jurid encobr roub,0,0,0,0,0,0,0,0,1,0
2634,sim prim chup ah quas pres furt,0,0,0,0,0,0,0,0,1,0
2635,enquant temp dev livr mau prov roub superfatur obr caind malversaca dinh publ cade nel,0,0,0,0,0,0,0,0,1,0
2636,zaynpertub invasa domicili ksjskjsh,0,0,0,0,0,0,0,0,1,0
2637,equip polic civil pernambuc vei ate cumpr mand prisa,0,0,0,0,1,0,0,1,1,0
2638,declar sobr dia hoj bat jog agu esculach maltrat roub fon,0,1,0,0,0,0,0,1,1,0
2639,payday 3 hahah gtinf simul roub dar dinh verdad melhor jog,0,0,0,0,0,0,0,0,1,0
2640,assist assalt banc centr post fac,0,0,0,0,0,0,0,0,1,0
2641,pud evit salim farah maluf pert demetri rib poi acid tent assalt local polic interdit part aven tatuap radi tatuap fm,1,0,0,0,0,0,0,1,1,1
2642,pq tamb nao obg tol assalt aqu,0,0,0,0,0,0,0,0,1,0
2643,silvi sant peg assedi sex so hoj ja dua to vomit aqu,0,0,0,1,0,0,0,1,1,0
2644,josefgab vai volt homicidi,0,0,0,0,0,0,0,0,1,0
2645,impressa cinem brasil melhor film assalt banc centr obrig repens nota3,0,0,0,0,0,0,0,0,1,0
2646,jornaloglob turist argentin assalt frent copacab palac roub ego tudun pa,1,0,0,0,0,0,0,1,1,0
2647,geladeiraiss assalt,0,0,0,0,0,0,0,0,1,0
2648,feecabr pap furt,0,0,0,0,0,0,0,0,1,0
2649,min tip ilumin madrug assalt fornec fug batat city,0,0,0,0,0,0,0,0,1,0
2650,bem assim foratem aumentodapass aumentodagasolin seguranc assalt sao paul,0,0,0,0,1,0,0,1,1,1
2651,cheg agor locoooo invasa bix,0,0,0,0,0,0,0,0,1,0
2652,iphon 5s fic lev bols tbm deix cart loj roub,0,0,0,0,0,0,0,0,1,0
2653,assalt pi cois,0,0,0,0,0,0,0,0,1,0
2654,car tia ric bitol assalt sequestr,0,0,0,0,0,0,0,0,1,0
2655,temp colon temp banal menos temp invasa tir bomb favel assassin flagr envolt privilegi benefici jus branc br so menin nao sao,0,0,0,0,1,0,0,1,1,0
2656,trabalh bast coloc nom 1 4000 barrac vaz mtst morumb cas garant,0,0,0,0,0,0,0,0,1,1
2657,fac sol chuv lind dia vai nasc invasa bix,0,0,0,0,0,0,0,0,1,0
2658,quas r 600 lat cocacol tasert nakat morumb roub fail nakat sush morumb,0,0,0,0,0,0,0,0,1,0
2659,roub kassab control inspeca veicul,0,0,0,0,0,0,0,0,1,0
2660,tav assist assalt banc centr,0,0,0,0,0,0,0,0,1,0
2661,viss car loir mei noit dp rol sai corr pq assalt cert,0,0,0,0,1,0,0,1,1,0
2662,herospaixa iii magnat nunc roub chocolat sup merc,0,0,0,0,0,0,0,0,1,0
2663,maridodamaris invasa so pod cois serr fhc co ajud vejav la turm,0,0,0,0,0,0,0,0,1,0
2664,raphones roub cadern enta hah,0,0,0,0,0,0,0,0,1,0
2665,viv oci festiv invasa baian anhangabau,0,0,0,0,0,0,0,0,1,0
2666,sim roub uva feir,0,0,0,0,0,0,0,0,1,0
2667,assessor pcc det apo assalt milionari paragu sdv via exam,1,0,0,0,0,0,0,1,1,1
2668,nao pra acompanh debat eleitor so acusaca tod sab assalt cofr publ vam debat propost govern,0,0,0,0,0,0,0,0,1,0
2669,presid vaiv neg participaca invasa anhemb,0,0,0,0,0,0,0,0,1,0
2670,sobr roub brasil cim croac,0,0,0,0,0,0,0,0,1,1
2671,homicidi 8,0,0,0,0,0,0,0,0,1,0
2672,invasa britan,0,0,0,0,0,0,0,0,1,0
2673,fiqu bem clar total contr invasa privac,0,0,0,0,0,0,0,0,1,0
2674,invasa hipst trenza estaca pinh cptm cptmofic w 7 oth,0,0,0,0,0,0,0,0,1,0
2675,fssl invasa hah fal tud dir,0,0,0,0,0,0,0,0,1,0
2676,so mlk bom anittagost deont deupess issoemackenzi travana invasa bich,0,0,0,0,0,0,0,0,1,0
2677,doi argu 30 35 ano conden pen prisa efec enquant,0,0,0,0,0,0,0,0,1,0
2678,amanh pap invasa piscin cedom gal,0,0,0,0,0,0,0,0,1,0
2679,diz film conhec hist vid protagon assalt banc centr,0,0,0,0,0,0,0,0,1,0
2680,roub doming to sent desanim,0,0,0,0,0,0,0,0,1,0
2681,roub croc quellazanh theuisfranc amandacgvi brunnaferrar giulliaandrad carolzinha,0,0,0,0,0,0,0,0,1,0
2682,madeirad correca pec cas jan not atribu desclassificaca furt furt simpl,0,0,0,0,1,0,0,1,1,0
2683,esta program net facebook invasa ct 10 manh dest sab prestigi jog ant class vam,0,0,0,0,0,0,0,0,1,0
2684,vitorangel mkgerald militont petist diss merec agressa verb homofob vit met aond nao dev,0,0,0,0,0,0,0,0,1,0
2685,sptv faz cham globoesport fal sobr absurd invasa ct mal sequenc aparec canut ensai gavio,0,0,0,0,0,0,0,0,1,0
2686,pequen invasa fot hahah mund nao grac meuogr,0,0,0,0,0,0,0,0,1,0
2687,corinthi tao acostum roub ach plac hoj norm cert,0,0,0,0,0,0,0,0,1,0
2688,report fal outr assalt zl sp ja terc fal hoj gent olh lug morokkkkkkkkk askbelieb,1,0,0,0,0,0,0,1,1,1
2689,aind exist patat acredit nao ouv roub condomini edifici pain conjunt b,0,1,0,0,0,0,0,1,1,0
2690,penalt roub vergonh copa2014,0,0,0,0,0,0,0,0,1,0
2691,nao aguent sucrilh madrug dichocolat assalt gelad,0,0,0,0,0,0,0,0,1,0
2692,mid seg cartilh govern foc cunh agor fal invasa bolivi nadaameac mst nadacad jorn verdad,0,0,0,0,0,0,0,0,1,0
2693,hoj pai gast quas 20 real 3 revist car roub 2 real cad revist ja bom,0,0,0,0,0,0,0,0,1,0
2694,amanh ter bel sampraz nald matriz imagin tant gent roub vai ter hahahahhahahah vai engrac,0,0,0,0,0,0,0,0,1,0
2695,assedi sex merc trabalh hoj cult pesquis institutolocomo sao,0,0,0,1,0,0,0,1,1,0
2696,ppoe segur sim sena abr bo acus roub,0,1,0,0,0,0,0,1,1,0
2697,noiz desc p pist pra faz assalt ta fechada 12,0,0,0,0,0,0,0,0,1,0
2698,hey devolv cart ahvaitefud afinal mor rj ne am assalt gent,0,0,0,0,1,0,0,1,1,1
2699,caralh sonh invasa et,0,0,0,0,0,0,0,0,1,0
2700,dia 24 dez pratic tent homicidi aqu nenhum polic dia 25 lek tao and bod polic,0,0,0,0,0,1,0,1,1,0
2701,50 mil pesso mort ano transit agor torc morr priv jog futebol mort assalt vals ate,0,0,0,0,0,0,0,0,1,0
2702,fabianodesouz agred roub funcionari depred carr outr bem gesp so invasa ja control,0,1,0,0,0,0,1,1,1,0
2703,lev fich man roub mulh 8,0,0,0,0,0,0,0,0,1,0
2704,dia 1 cop roub croac,0,0,0,0,0,0,0,0,1,0
2705,invasa aqu gustavonavarr,0,0,0,0,0,0,0,0,1,0
2706,voc quer ir pro infern ris pass bem caminh rt guuhbelagamb ate sen car roub ont vir cult,0,0,0,0,0,0,0,0,1,0
2707,ingridvianac desculp invasa sincer neg tant faz porc tud drog,0,0,0,0,0,0,0,0,1,0
2708,necessit assist invasa cas branc,0,0,0,0,0,0,0,0,1,0
2709,maquarant invasa japa invasa marac etc corinth gab diss nao fatur cpatrocini 35milho torc nao,0,0,0,0,0,0,0,0,1,0
2710,geverda sumul abc twitt palm relat atras tumult invasa camp so nao relat assalt palm,0,0,0,0,0,0,0,0,1,0
2711,caramb 4 pagantesrend 87000 caracasolh assalt oo,0,0,0,0,0,0,0,0,1,0
2712,overzein socorr mor cot qualqu dia assalt,0,0,0,0,0,0,0,0,1,1
2713,cois tod mulh afet tamb quer ter corp perfeito vit diss aimd ach pouc,0,0,0,1,0,0,0,1,1,0
2714,boy quer trafic grit assalt nov pro caix banc queim car ref cigarr,0,0,0,0,0,0,0,0,1,0
2715,ta feliz roub 2015 apuracaorj,0,0,0,0,0,0,0,0,1,0
2716,nao ach nad demal par outr quebr mostr raiv ach err acontec ont roub,0,0,0,0,0,0,0,0,1,0
2717,vitu qu expliqu assalt send so toq corr ris,0,0,0,0,0,0,0,0,1,0
2718,tav vend documentari invasa corinth final japa pqp so sab nao viu,0,0,0,0,0,0,0,0,1,1
2719,alinesalamen furt,0,0,0,0,0,0,0,0,1,0
2720,invasa,0,0,0,0,0,0,0,0,1,0
2721,fabiord nao assist assalt banc centr nao perc temp cen ciladacom lembr ris seraamesm,0,0,0,0,0,0,0,0,1,0
2722,harry pott assalt banc centr cinemark,0,0,0,0,0,0,0,0,1,0
2723,martorell enta nom mascot cop fulec cert vej ta explic roub dinh cop,0,0,0,0,0,0,0,0,1,0
2724,ate roub celul to tend digit tablet,0,1,0,0,0,0,0,1,1,0
2725,iron corinthi acus algu roub elimin,0,0,0,0,0,0,0,0,1,0
2726,one directiooooooon invasa britan amas2014,0,0,0,0,0,0,0,0,1,0
2727,car abord garot rua grit assalt pass celul ai diss per deix twit prim ta assalt,0,0,0,0,0,0,0,0,1,0
2728,mariosabinof uol pal tao bem daqu pouc ver pesso and rolex carr conversi sp med assalt,0,0,0,0,0,0,0,0,1,1
2729,tav chup bal caiu quer vit bal perd ris,0,0,0,0,0,0,0,0,1,0
2730,mathgarc geep ai roub,0,0,0,0,0,0,0,0,1,0
2731,nagelaga ipeonlin deu gamb quer fal roub fim sofr nao rebaix,0,0,0,0,0,0,0,0,1,0
2732,mae gelouu ris morr grit fodeuu assalt corr pra cimaa ris,1,0,0,0,0,0,0,1,1,0
2733,agor lembr assalt dezembr quas rang bom dei antig iphon praquel filh put,1,0,0,0,0,0,0,1,1,0
2734,homicidi queroem fantametoland,0,0,0,0,0,0,0,0,1,0
2735,to revolt aument luz nov quer pobr pag romb roub fiz absurd met pau daten,0,0,0,0,0,0,0,0,1,0
2736,infeliz vit violenc ont quart 21h quebr vidr lev,0,0,0,0,0,0,1,1,1,0
2737,kaiquemp3 575 assalt,0,0,0,0,0,0,0,0,1,0
2738,engrac nao revolt tod usp qdo morr estud assalt nao cois caf maconh fail,1,0,0,0,0,0,0,1,1,0
2739,futenew flaviopradojpgz roub faz tod me spfw receb salari jog nad,0,0,0,0,0,0,0,0,1,0
2740,roub ident alexiatwist starbuck,0,0,0,0,0,0,0,0,1,0
2741,cibelleortiz ris invasa corinti,0,0,0,0,0,0,0,0,1,0
2742,lautav nao homicidi rix,0,0,0,0,0,0,0,0,1,0
2743,invasa ont top demaisform fol tamb fd cans por sensac,0,0,0,0,0,0,0,0,1,0
2744,juiz daqu pouc tir arm anunc assalt,0,0,0,0,0,0,0,0,1,0
2745,tribun deu prov homicidi qualific atip ler cm,0,0,0,0,0,1,0,1,1,0
2746,log met roub touc marc,0,0,0,0,0,0,0,0,1,0
2747,bagulh uting ta seri vit envi la avis ta pi,0,0,0,0,0,0,0,0,1,0
2748,invasa argentin beirari esquem espec seguranca beirari fic azul,0,0,0,0,0,0,0,0,1,0
2749,ser algum cois fal alg fiz roub mim,0,0,0,0,0,0,0,0,1,0
2750,dperfett alem sempr vai fic duvid ar acord roub arbitr dirig etc,0,0,0,0,0,0,0,0,1,0
2751,ter revoluca poli mud tud nao eh roub proteca infidel ment desonest,0,0,0,0,0,0,0,0,1,0
2752,brasil mulh relat cas assedi violenc dur par lgbt relat assedi sex agresso,0,0,0,1,0,0,1,1,1,0
2753,roub 4 real hahah,0,1,0,0,0,0,0,1,1,0
2754,seman black friday amazon ate 80 off livr ebook eletron mod it cas co conf aqu tod ofert event nao perc ant furt,0,0,0,0,0,0,0,0,1,0
2755,larissapanin assalt,0,0,0,0,0,0,0,0,1,0
2756,roub cap celul,0,1,0,0,0,0,0,1,1,0
2757,conrad murray conden quatr ano prisa homicidi culp novembr 2011,0,0,0,0,0,1,0,1,1,0
2758,flaviopradojpgz penalt marc gol mal anul assalt pacaembu,0,0,0,0,0,0,0,0,1,1
2759,roub premiosjuventud,0,0,0,0,0,0,0,0,1,0
2760,ocasia assalt button berni diss vem ha 40 ano brasil londr igualrt leletricol problem so,0,0,0,0,0,0,0,0,1,1
2761,leorossatt 86 belg tir urr put assalt ali,0,0,0,0,0,0,0,0,1,0
2762,paaaaaaaaapum homicidi hahahahahhahah,0,0,0,0,0,0,0,0,1,0
2763,prim roub ladro roub banc centr narr soul rebel,0,0,0,0,0,0,0,0,1,0
2764,gipuopol juzinhapuopol hahahahh invasa outr so vou pod ir dp aul invasa invasa vaidorm aul bj,0,0,0,0,0,0,0,0,1,0
2765,furt plac bem execut,0,0,1,0,0,0,0,1,1,0
2766,carolinaclet explic muit cois rt dkotscho2 gost deton propri pal nao vai gost diss,0,0,0,0,0,0,0,0,1,0
2767,gent ped pra lev so pod,0,0,0,0,0,0,0,0,1,0
2768,themirandah nao tav junt roub amigoss nao roub pq sai corr ris,0,1,0,0,0,0,0,1,1,0
2769,usuariosmetrosp sardinhaexpres report tv record dev invasa populaca estaca itaqu cptm abr manh,0,0,0,0,0,0,0,0,1,0
2770,brunaolliv dorm comec apert camp feit louc ach assalt jul monass,0,0,0,0,0,0,0,0,1,0
2771,pal ond livr cinem sao barat porqu r4000 roub,0,0,0,0,0,0,0,0,1,0
2772,rockstargam voc ir coloc assalt banc gta v onlin,0,0,0,0,0,0,0,0,1,0
2773,cidadealert bel garot neg sair carr dur assalt lev quatr tir cidadealert bel idiot,1,0,0,0,0,0,0,1,1,0
2774,agor juiz roub hahahahahahahahahahhahah,0,0,0,0,0,0,0,0,1,0
2775,honr exist verdad exist tol exist ladra ha aliment roub,0,0,0,0,0,0,0,0,1,0
2776,respost 1 cas pesso questa arm anunci assalt doenc med,0,0,0,0,0,0,0,0,1,0
2777,malandr malandr tom assalt,0,0,0,0,0,0,0,0,1,0
2778,assunt moment roub cen celul,0,1,0,0,0,0,0,1,1,0
2779,vai prend ladra merend nao roub merend nao deput trabalh dia,0,0,0,0,0,0,0,0,1,0
2780,invasa artis minhoca cois so sao paul proporc doming elev cost,0,0,0,0,0,0,0,0,1,1
2781,nao err ne roub ai caralho gost asssssssim so vem verdad,0,0,0,0,0,0,0,0,1,0
2782,aaaaaaaaaah roub con fic,0,0,0,0,0,0,0,0,1,0
2783,bom dia pra sonh faz assalt,0,0,0,0,0,0,0,0,1,0
2784,blogdopep joaquim barb promet deix mof process roub licitaco tr metr feit psdb jornalcult,0,0,0,0,0,0,0,0,1,0
2785,filh put laur vlh roub bon fal nao ta vai ter pag nov orig,0,0,0,0,0,0,0,0,1,0
2786,erikapl arianerezend aahh ta dai ganh com vi assim tbm 23000 real cabec assalt,0,0,0,0,0,0,0,0,1,0
2787,bond nao noil tom assalt aind tac car,0,0,0,0,0,0,0,0,1,0
2788,dai taxist fal nao atend regia pq assalt neg cham tax vai ate cert pont ped tod dinh celul,0,0,0,0,1,0,0,1,1,0
2789,aldoamad tia invasa comun so doid,0,0,0,0,0,0,0,0,1,0
2790,gov trabalh inviabil cpi bnd pq roub grand,0,0,0,0,0,0,0,0,1,0
2791,film assalt cas branc olympu ha fallen comed,0,0,0,0,0,0,0,0,1,0
2792,furt mis en plac alhei mangi gastronom,0,0,0,0,0,0,0,0,1,0
2793,leoasolt ja vit troll ness sit repudi tip cois,0,0,0,0,0,0,0,0,1,0
2794,estada iphon 5 desbloque prec divulg naa tim r 2399 16gb r 2999 64 gb roub caralh,0,0,0,0,0,0,0,0,1,0
2795,zin nao sei injust zin cade roub crianc bahiaadot ileg elit paulist,0,0,0,0,0,0,1,1,1,0
2796,tav vend uma roup nov ne roub,0,0,0,0,0,0,0,0,1,0
2797,jokasalgu nao roub porqu prim ris ai viu vish famil lev ate aq pert,0,0,0,0,0,0,0,0,1,0
2798,mta burr quer faz assalt bairr boy cm assalt lug cad tre pesso pass dua sao polic ris,1,0,0,0,1,0,0,1,1,0
2799,car assalt arcebisp dai infeliz vai pres vir crent deu perdo vtnc sptv,1,0,0,0,0,0,0,1,1,0
2800,roub contr corinth,0,0,0,0,0,0,0,0,1,0
2801,presid spfc combin diret sport fac ult jog rogeri cen marac mai invasa hist,0,0,0,0,0,0,0,0,1,1
2802,bo roub celul math 27 dp,0,1,0,0,0,0,0,1,1,0
2803,ovinicius reclam roub cachorr tamb,0,0,0,0,0,0,0,0,1,0
2804,ta saind melhor seman pass der not baix roub souteamchristianchavezeas esseartistasou,0,0,0,0,0,0,0,0,1,0
2805,fal seri gent assalt shopping 2002 snl,1,0,0,0,0,0,0,1,1,0
2806,invasa bakeoffbrasil twitt mal comec ja ta barulh,0,0,0,0,0,0,0,0,1,0
2807,car burr predi invasa nao sao pert estadi,0,0,0,0,0,0,0,0,1,0
2808,simide invasa ct gamb cogitas,0,0,0,0,0,0,0,0,1,0
2809,ouv nde nald faz assalt hsbc,0,0,0,0,0,0,0,0,1,0
2810,palmer morr coraca nobr dev pres homicidi culp,0,0,0,0,0,0,0,0,1,0
2811,incentiv invasa mananc plen cris hidr demal art prefeit,0,0,0,0,0,0,0,0,1,0
2812,stj defês sindic ped revogaca decret prisa preven porqu,0,0,0,0,0,0,0,0,1,0
2813,invasa corinthian aeroport agor p24h,0,0,0,0,0,0,0,0,1,0
2814,som picadilh jacan relat invasa cc edirock70 ederflash fmu educaca fisic w yamarafabr,0,0,0,0,0,0,0,0,1,0
2815,profes fal bund grand fech port consider assedi sex,0,0,0,1,0,0,0,1,1,0
2816,gorodrigog cuid roub celul ai rssssssss,0,0,0,0,1,0,0,1,1,0
2817,nao band tom assalt,0,0,0,0,0,0,0,0,1,0
2818,sansac voc aqach vom promoca ingress sp tav lan assalt camarot,0,0,0,0,0,0,0,0,1,0
2819,ronaldo601 pal playstation 4 vai cust r 4 mil brasil anunc sonyroub caralh,0,0,0,0,0,0,0,0,1,1
2820,deveri ter invasa ct barr fund cobr explicaco dess elenc band fdps exceca,0,0,0,0,0,0,0,0,1,0
2821,rtbrasil24720 depoiszel diz vit assedi sex bernardocabralexministr justicaqu dar xux,0,0,0,1,0,0,0,1,1,0
2822,camp roub vergonh poli troc devoluco parec empr franc ceamodascg cea fail roub,0,0,0,0,0,0,0,0,1,0
2823,1dcoltonet ashuashu so nao roub puq fei hah,0,0,0,0,0,0,0,0,1,0
2824,malandrooo meuuuu roub culhe extraa,0,0,0,0,0,0,0,0,1,0
2825,serr lid pesquis pod revel megarouborecord privat tucan ser elei brasil nao le,0,0,0,0,0,0,0,0,1,0
2826,itacare2008 infeliz roub celul perd fot voc aind,0,1,0,0,0,0,0,1,1,0
2827,to quas comet homicidi porqu suicidi pecadp,0,0,0,0,0,0,0,0,1,0
2828,entend acontec mai assalt hist pal repost amdanon pt conseg,0,0,0,0,0,0,0,0,1,0
2829,vempraru av23mai invasa manifest changebrazil haddadcuzaonaoandadebusa aven vint,0,0,0,0,0,0,0,0,1,0
2830,lembr 4 fdp roub celul 3 mes atr deu raiv nov,0,1,0,0,0,0,0,1,1,0
2831,quenh jog fumac pro alt cheg cen tom assalt,0,0,0,0,0,0,0,0,1,0
2832,assalt cas zez arauj,0,0,0,0,0,0,0,0,1,0
2833,roub,0,0,0,0,0,0,0,0,1,0
2834,invasa hoj nov eraa sao paul brasil,0,0,0,0,0,0,0,0,1,1
2835,jus hom acus dupl homicidi conden 25 ano prisa tribun,0,0,0,0,0,1,0,1,1,0
2836,diret palm ta tent convenc diret vasc lev jog pro marac disponibil 50 mil ingress pro palm consegu ser epic invasa verd,0,0,0,0,0,0,0,0,1,1
2837,pai roub bris hoj hospit lig pra sab inscrev en,0,0,0,0,0,0,0,0,1,0
2838,baix nivelvolt funk afeza askbelieberinvasa bail favel,0,0,0,0,0,0,0,0,1,0
2839,parc qe brex pq roub fras filosof parc raulandrade ahhahah,0,0,0,0,0,0,0,0,1,0
2840,invasa colombi bh,0,0,0,0,0,0,0,0,1,1
2841,car nao to afim ir vir cult nao so seman centr rol estupr roub,0,1,0,1,0,0,0,1,1,0
2842,assalt quebraquebr rt folhacom rol fim seman parqu sp termin tumult,1,0,0,0,0,0,0,1,1,1
2843,so nao jog frent caminha pq vou ter respond homicidi,0,0,0,0,0,0,0,0,1,0
2844,regr cl invasa penalt so volt cont palm,0,0,0,0,0,0,0,0,1,0
2845,bicoatrasal nao roub marmit menos hoj nao,0,0,0,0,0,0,0,0,1,0
2846,invasa instam instabianc lig jus,0,0,0,0,0,0,0,0,1,0
