id,text,ASSALTO,ROUBO,FURTO,ASSEDIO,SPUBLICA,HOMICIDIO,OUTRO,CRIME,KEYWORD,LOCAL
1833,patvanzolini 18 anos cumpriu pena saiu cometeu furto sentenca 1 ano fugiu preso apos 4 anos,0,0,1,0,0,0,0,1,1,0
1834,risada invasao daaniloo aqui twitter so pra deixar claro ultimas postagens nao hahaha povo ama,0,0,0,0,0,0,0,0,1,0
1835,absurdo roubo palhacada boxe toprank vergonha nao acredito nisso olha cara desse bosta juizes deram vitoria pro cara sao paulo brasil,0,0,0,0,0,0,0,0,1,1
1836,pmsp recupera respiradores total 9 apos roubo hospital grande sao paulo ltsicgt sao paulo brasil,0,1,0,0,0,0,0,1,1,1
1837,ginascimentto hahahahah assalto pai todo dia ajunto,0,0,0,0,0,0,0,0,1,0
1838,nossss gui invasao bixos,0,0,0,0,0,0,0,0,1,0
1839,escuto barulho alarme carro ja penso ai deus assalto morte tiros greve policia todos refens morri,0,0,0,0,1,0,0,1,1,0
1840,disso falando invasao military trail brasil trading fitness fair,0,0,0,0,0,0,0,0,1,1
1841,hora louca inuki tava nao devolvia outra roubaram carregador outra to linha bloqueada,0,1,0,0,0,0,0,1,1,0
1842,roubo injustica caralhooo so pq anitta ia lacrar funk aff tchau mpn anitta,0,0,0,0,0,0,0,0,1,0
1843,us playboy carro poder dinheiromas nao sosego nao soseggoquem vem morro nao medo assalto vive asfalto,0,0,0,0,1,0,0,1,1,0
1844,fudeu preso 3 tebtativa homicidio deu sorte policia chegou senao ja finado,0,0,0,0,0,1,0,1,1,0
1845,ponnypqsim revo ta amiga povo falando anahi roubo chiapas pau cu,0,0,0,0,0,0,0,0,1,0
1846,mae vms fazer assalto banco risada,0,0,0,0,0,0,0,0,1,0
1847,omaaarr maathschenatto outro coquetel molotov outro furto carrinho compras outros,0,0,1,0,0,0,0,1,1,0
1848,hoje bom dia terremoto centro sp virus mortal espalhado centro sp invasao morcegos centro sp,0,0,0,0,0,0,0,0,1,1
1849,acabei comer pipoca assine peticao reducao homicidio pais cinemark,0,0,0,0,0,0,0,0,1,0
1850,desalazar pqassedio sexual,0,0,0,0,0,0,0,0,1,0
1851,lgatende quero cancelar aparelho lg devido roubo realizando bloqueio aparelho nao podera utilizado,0,0,0,0,0,0,0,0,1,0
1852,maro xtina pula sai chao aqui invasao,0,0,0,0,0,0,0,0,1,0
1853,tanta farsa tanto rouboe playboy toma cocacola disseram ira 80 tocomonteleone,0,0,0,0,0,0,0,0,1,0
1854,chamo tiago adolfo redator roubo 5 segundos serie 20 segundos exercicios fisioterapia,0,0,0,0,0,0,0,0,1,0
1855,ouvi dizer lais roubo cena festa bruna pq ne,0,0,0,0,0,0,0,0,1,0
1856,dilallo dedo nessa invasao pode apostar,0,0,0,0,0,0,0,0,1,0
1857,homem prisao domiciliar tres comparsas detidos noite desta segundafeira 03,0,0,0,0,0,0,1,1,1,0
1858,ngiovanna itslu garantia nao troca celular outro so pra roubo mau uso usuario nao fazem nada,0,0,0,0,0,0,0,0,1,0
1859,roubo,0,0,0,0,0,0,0,0,1,0
1860,sp invasao arte viaduto santa efigenia,0,0,0,0,0,0,0,0,1,0
1861,leisecarj roubo marajo verde rua raul mesquita cade policia,0,0,0,0,0,0,0,0,1,1
1862,emanuella roubo quarto pode perdoa risada ta lindo vida qualquer dia vou dormi nele,0,0,0,0,0,0,0,0,1,0
1863,partiucongonhas huashuashuashu invasao labellys,0,0,0,0,0,0,0,0,1,0
1864,falaurubu pode rir mano assim roubo chakra,0,0,0,0,0,0,0,0,1,0
1865,ja sei vo roubar iphone felacerda nao vai fazer falta mac roubo mil chocolates vou pra paris,0,0,0,0,0,0,0,0,1,1
1866,comecou roubo minasquero dizer 2t,0,0,0,0,0,0,0,0,1,0
1867,guitop ai amigo top ate bandida to linda ta vendo partil assalto garupa risada,0,0,0,0,0,0,0,0,1,0
1868,annaariell dera pobre memoroubo pra viver risada soqn,0,0,0,0,0,0,0,0,1,0
1869,egaylity excoordenadora politicas lgbt campo grande manifesta apos detida roubo apos,0,0,0,0,0,0,0,0,1,1
1870,transporte publico corpo mulher nao assedio sexual crime sptrans assedio onibus metrosp cptm,0,0,0,1,0,0,0,1,1,0
1871,pa bum homicidio,0,0,0,0,0,0,0,0,1,0
1872,miriamvieira risada risada vai jogar copo coca recheadinhos bauducco roubo dai,0,0,0,0,0,0,0,0,1,0
1873,hereforigor cuidado roubo crush,0,0,0,0,0,0,0,0,1,0
1874,jaja roubo dinheiro luiz u u,0,0,0,0,0,0,0,0,1,0
1875,marinheiros russos presos desde outubro nigeria sob acusacoes invasao aguas,0,0,0,0,0,0,0,0,1,1
1876,invasao twitter aee,0,0,0,0,0,0,0,0,1,0
1877,lebrar gra bretanha deu asilo ronald biggs cara assalto trem pagador brasil respeitou decisao tunneldotweet,0,0,0,0,0,0,0,0,1,0
1878,invasao sagaz homem fumaca,0,0,0,0,0,0,0,0,1,0
1879,nao roubo merenda nao deputado trabalho todo dia nao roubo estado 15042016,0,0,0,0,0,0,0,0,1,0
1880,pedroukino invasao selva,0,0,0,0,0,0,0,0,1,0
1881,caso assalto nao reaja pessoa tentou saltar veiculo movimento morreu queda viroumoda fikdik,0,0,0,0,0,0,0,0,1,0
1882,cantina escola praticamente assalto,0,0,0,0,0,0,0,0,1,0
1883,povo ainda pergunta porque nao saio celular roubo atras roubo,0,1,0,0,0,0,0,1,1,0
1884,naathpedrosa noois consegui po so deixa todo esqematizado risada parece nois vai logo faze assalto k k,0,0,0,0,0,0,0,0,1,0
1885,consultor juridico noticias 22112012 prisao acusado articular invasao fazenda,0,0,0,0,0,0,0,0,1,0
1886,foto tipo malhacao invasao maquinas everbody with laser eyes coconut brasil,0,0,0,0,0,0,0,0,1,0
1887,nicolygondim grana nao roubo nao filha risada,0,0,0,0,0,0,0,0,1,0
1888,forneceram peca p nois naquele assalto demos bem recolhemos mercadoria dinheiro caixa estoque tbm,0,0,0,0,0,0,0,0,1,0
1889,manooooo mentira nao 50k segundos nao roubo caralho votefifthharmony,0,0,0,0,0,0,0,0,1,0
1890,hoje faz 38 anos invasao corinthiana maracana,0,0,0,0,0,0,0,0,1,0
1891,cesartralli bom dia cada dia triste desse brasil so roubo cada dia descobre,0,1,0,0,0,0,0,1,1,0
1892,hoje legal tirando assalto lari,1,0,0,0,0,0,0,1,1,0
1893,henrsiqueeira ate globo ta dizendo entrou sabe nivel roubo,0,0,0,0,0,0,0,0,1,0
1894,ampolas pro show invasao baiana daqui pouco vale anhangabau vivendodoocio dubstereo,0,0,0,0,0,0,0,0,1,1
1895,boninho bbb quero explicacao paredao aline twitter amanda comecou ai roubo favor amanda,0,0,0,0,0,0,0,0,1,0
1896,faz tempo nao posto foto pq verdade gordao peludo roubo fotos duma mina zuada ai,0,0,0,0,0,0,0,0,1,0
1897,invasao estrangeira sp gosto disso bem vindos compatriotas novacuba avenida paulista sao paulo,0,0,0,0,0,0,0,0,1,1
1898,isaferss aham ta roubou bolo ainda roubo pouco brigadeiro tava pote sobrado recheio cobertura uu haha,0,0,0,0,0,0,0,0,1,0
1899,seriec jogador paysandunews vitima tentativa homicidio ainda expulso,0,0,0,0,0,1,0,1,1,0
1900,pa pumm homicidio,0,0,0,0,0,0,0,0,1,0
1901,justica autorizou prisao temporaria dois suspeitos matar jovem durante roubo,0,1,0,0,0,1,0,1,1,0
1902,deus nunca torci tanto copa mundo terminasse antes comecar povo nao merece caos desculpas p roubo,0,0,0,0,0,0,0,0,1,0
1903,la tour eiffel hopi hari sobrevivi voce preocupado invasao zumbi pff,0,0,0,0,0,0,0,0,1,0
1904,pra mim ter colocado mo cota ne massssss vini furto,0,0,0,0,0,0,0,0,1,0
1905,sempre roubo copo migos risada,0,0,0,0,0,0,0,0,1,0
1906,brnews tribunal guimaraes aplicou prisao preventiva homem 26 anos detido,0,0,0,0,0,0,0,0,1,0
1907,oh vessoni nao podemos entrar justica p reclamar sobre assalto corinthians twitter boca ano passado teoriadaconspiracao,0,0,0,0,0,0,0,0,1,0
1908,bem legal preco ingresso roubo aquario sao paulo w 2 others pic,0,0,0,0,0,0,0,0,1,1
1909,hoje p matar maior burocracia lei pcc ai vem governador w diz homicidio diminuiu conta delemarcola risada,0,0,0,0,0,1,0,1,1,0
1910,roubo memo caralho,0,0,0,0,0,0,0,0,1,0
1911,nunca vii torcida brasileira tao grande japao verdadeira invasao corinthains edmundo,0,0,0,0,0,0,0,0,1,0
1912,invasao bicicletas w dandarah estacao grajau cptm w 4 others,0,0,0,0,0,0,0,0,1,0
1913,correricardo fico pensando compro legend of zelda minish cap vou ali vizinho roubo rouba ok,0,0,0,0,0,0,0,0,1,0
1914,gtmacalossi coroneldoblog povao nao entende falar linguagem aviao roubo caixa dois caixa preta,0,0,0,0,0,0,0,0,1,0
1915,perde pra primeira pq rolado lance assalto,0,0,0,0,0,0,0,0,1,0
1916,mylenafr risada estourei hein roubo dia pa,0,0,0,0,0,0,0,0,1,0
1917,from oabbutanta saiba clicando link copie cole navegador oab oabnacional oabsp oabbutanta law advogada advogado confraternizacao confraternizacaooab happyhour,0,0,0,0,0,0,0,0,1,0
1918,invasao lounge concorrencia telmath make life ride triumph bmw salao duas rodas,0,0,0,0,0,0,0,0,1,0
1919,juro ate ultimo dia aula roubo caneta mayara juro,0,0,0,0,0,0,0,0,1,0
1920,sim ta hora protestar contra nescau 190 maior roubo,0,0,0,0,0,0,0,0,1,0
1921,dia alguem correr atras mim podem ter certeza assalto mtvhottest justin bieber,0,0,0,0,0,0,0,0,1,0
1922,incrivel ta barco ai bate iceberg vao preocupar roubo ok ne,0,0,0,0,0,0,0,0,1,0
1923,fim noite pequeno furto royal temakeria amp cia,0,0,0,0,0,0,0,0,1,0
1924,pensei comecar discussao sobre aumento aka assalto institucionalizado iptu sao paulo tempo percebi nao vale pena,0,0,0,0,0,0,0,0,1,1
1925,neymar brasil assumir espirito libertadores dedada catimba gandula enrolao morteiro invasao campo campeoes,0,0,0,0,0,0,0,0,1,0
1926,fluxo invasao bixos viii,0,0,0,0,0,0,0,0,1,0
1927,merecido rt segurancasp dp homenageado oficial evitou roubo moto zona leste sp ganha medalha,0,1,0,0,0,0,0,1,1,1
1928,euvinaband saquemento padrao fifa roubo,0,0,0,0,0,0,0,0,1,0
1929,aniinhag hahahahahhaha cuidado senao roubo trama pra mim abre olho hein uu sdds tambem semana vem gente ve v,0,0,0,0,0,0,0,0,1,0
1930,grande roubo carro 5,0,0,0,0,0,0,0,0,1,0
1931,obrigado testemunha roubo,0,0,0,0,0,0,0,0,1,0
1932,assim torcedores chile punidos copa invasao maracana acho justo torcida jovem punida fato macae,0,0,0,0,0,0,0,0,1,1
1933,travas roda anti furto carro mcgard numero 1 seguranca consultenos 1158913330 aplicador autorizado 3m revendedor exclusivo positron aplicador autorizado stek peliculas protecao,0,0,0,0,1,0,0,1,1,0
1934,sccp unico audiencia maior todos triste ontem roubo hoje erro arbitragem ai ve nao ninguem imparcial,0,0,0,0,0,0,0,0,1,0
1935,vao fuder rt jornaloglobo furto beagles pode prejudicar pesquisas medicas afirma comunidade cientifica,0,0,1,0,0,0,0,1,1,0
1936,bom ter celular tela zoada pode andar preocupar assalto,0,0,0,0,1,0,0,1,1,0
1937,filha marcia roubo cena risada,0,0,0,0,0,0,0,0,1,0
1938,justareflektor barra cara assalto mao armada,0,0,0,0,0,0,0,0,1,0
1939,eh assalto padaria iberica,0,0,0,0,0,0,0,0,1,0
1940,assistindo roubo triplex esch cafe in sao paulo sp,0,0,0,0,0,0,0,0,1,1
1941,brnews homem suspeito ter matado segundafeira noite vizinha,0,0,0,0,0,1,0,1,1,0
1942,delegado diz ira indiciar nutricionista homicidio doloso,0,0,0,0,0,1,0,1,1,0
1943,roubo,0,0,0,0,0,0,0,0,1,0
1944,nois desce pra pista pra fazer assalto,0,0,0,0,0,0,0,0,1,0
1945,assalto sazora vai tomar cu,0,0,0,0,0,0,0,0,1,0
1946,diguinho mandioca mike roubo thiaguinho diguinhocoruja,0,0,0,0,0,0,0,0,1,0
1947,invasao alemasebastianalemaopiscinasollindobbdeliciaferiasmuitobom hauschen,0,0,0,0,0,0,0,0,1,0
1948,pesadelos horriveis envolvendo assalto agressao tal horrivel,0,0,0,0,0,0,0,0,1,0
1949,ai dps duas ficaram tipo pq nao ta 4x1 fizeram gol roubo,0,0,0,0,0,0,0,0,1,0
1950,tava caique ja fiz furto guarda roupa amigo k,0,0,0,0,0,0,0,0,1,0
1951,sonhei invasao alienigena horaaa nerd,0,0,0,0,0,0,0,0,1,0
1952,medo desse invasao,0,0,0,0,0,0,0,0,1,0
1953,invasao goiana navecoletiva conexoes culturais consequentemente vidas tudo conectado articular faz necessario nave coletiva,0,0,0,0,0,0,0,0,1,0
1954,papummmmm homicidio,0,0,0,0,0,0,0,0,1,0
1955,invasao vai lacrar t u marlilinosfezsorrir,0,0,0,0,0,0,0,0,1,0
1956,marianacastori bernardomf entao vamos rasgar lei proibe campanha eleitoral orgaos publicos problema bolsonaro julgam coisas bolsonaro nao fez ignoram pt fez maior roubo historia nacao,0,0,0,0,0,0,0,0,1,0
1957,quase desistindo ir invasao hm parafelicidadedejose,0,0,0,0,0,0,0,0,1,0
1958,fvanzo vanzonews gt samara7days gtgtgtgt prostitutas frustram assalto belgica jogar vibradores ladrao,0,0,0,0,0,0,0,0,1,0
1959,anderson silva venceu finalizacao 5o assalto apanhar todos rounds ufc ufcsemlimites,0,0,0,0,0,0,0,0,1,0
1960,cardozo provoca roubo nao falta reforma politica voces serem bandidos,0,0,0,0,1,0,0,1,1,0
1961,agente junto ai festa mack bebados lixos invasao bixos,0,0,0,0,0,0,0,0,1,0
1962,roubo ganha pao,0,0,0,0,0,0,0,0,1,0
1963,fini ta roubo pedi 1 real veio 4 fudeee,0,0,0,0,0,0,0,0,1,0
1964,aqui zl queria ver elle escapar assalto hihihi diguinhocoruja dvoluntario pcampainha,0,0,0,0,0,0,0,0,1,0
1965,invasao casa branca espaco itau cinema itaucinemas w 20 others,0,0,0,0,0,0,0,0,1,0
1966,pqp nao sei gente assusta assalto lado motoqueirosemdupla,0,0,0,0,0,0,0,0,1,0
1967,mano exames pra tirar carta mo roubo to ate vendo ano vem,0,0,0,0,0,0,0,0,1,0
1968,absurdo total usuariosmetrosp estupro dia 02 roubo mao armada dia 03 dentro metro cade 1100 agentes,0,1,0,1,0,0,0,1,1,0
1969,voce quiser vida pouco clara voce querida roubo raios zeus,0,0,0,0,0,0,0,0,1,0
1970,ceus cheios helicopteros aqui avenida luis dumont vilares tentativa assalto caixa,1,0,0,0,0,0,0,1,1,1
1971,tribunal sesimbra decidiu oito arguidos acusados varios crimes roubo agravado,0,0,0,0,0,0,0,0,1,0
1972,invasao trilhos mooca vamopracima qnemdoido inimigodofim,0,0,0,0,0,0,0,0,1,0
1973,destino separar cruzo ceus roubo estrelas so p encontrarrr,0,0,0,0,0,0,0,0,1,0
1974,yeah voltaram manteiga pro preco real r 30 assalto pao acucar,0,0,0,0,0,0,0,0,1,0
1975,tudo vercurica furto risada chupaimprensafdp enfia entulhao vosso orificio traseiro,0,0,0,0,0,0,0,0,1,0
1976,pah puh homicidio 88,0,0,0,0,0,0,0,0,1,0
1977,conhecendo sobre vitima assalto rsrs residencia santannas,0,0,0,0,0,0,0,0,1,0
1978,quis entrar mente blindada contra invasao coloquei minas terrestres volta,0,0,0,0,0,0,0,0,1,0
1979,mateeusalvees aumento nada roubo dinheiro euuu vo liga la,0,0,0,0,0,0,0,0,1,0
1980,lessacai0 paulivanes sim roubou bilhao cofres publicos totalmente diferente roubo roubo nao questao valor,0,0,0,0,0,0,0,0,1,0
1981,comprei porra tres dias roubaram paguei ainda,0,0,0,0,0,0,0,0,1,0
1982,dilmabr pode falar fhc roubo petrobras recebido pt quer formar ridiculo muda marqueteiro,0,0,0,0,0,0,0,0,1,0
1983,monstros sa 2 boo invasao robotica comuniquese sp,0,0,0,0,0,0,0,0,1,0
1984,anconabruno piraci avanti deveria chamar levante maos pior assalto pega trouxa obrigaram aderir pra comprar final,0,0,0,0,0,0,0,0,1,0
1985,rafaellaperrone ano irmazinha linda piperrone invasao detected,0,0,0,0,0,0,0,0,1,0
1986,porra macaco roubo,0,0,0,0,0,0,0,0,1,0
1987,assalto ai transportadora valores,1,0,0,0,0,0,0,1,1,0
1988,pato aproveita momento roubo ja comeca chupar pau juiz,0,0,0,0,0,0,0,0,1,0
1989,rogeriof1 pessoal nao assustem alerta invasao ovnis rio janeiro sao apenas tampas bueirosotima,0,0,0,0,0,0,0,0,1,1
1990,tribunal sintra condenou homem 18 anos prisao crime homicidio qualificado,0,0,0,0,0,1,0,1,1,0
1991,pandemia passar vai nova invasao corinthiana ruas amigo vai ter gente camisa bandeira ruasvai foda pode ate demorar vai epico boa noite,0,0,0,0,0,0,0,0,1,0
1992,moliveira roubaram furto,0,0,0,0,0,0,0,0,1,0
1993,heroi rtredeglobosptv sptv dono imovel reage assalto mata suspeito fica ferido sp,1,0,0,0,0,0,0,1,1,0
1994,invasao band fm marcelo cafe twitter danilo gentili beija monica apor muitomais,0,0,0,0,0,0,0,0,1,0
1995,tv invasao mundo batalha los angeles dia 140113 hbo 2 2345150112 1530 hbo hd 190113 1614 hbo 2,0,0,0,0,0,0,0,0,1,0
1996,romantihuana palmeiras cobrou 200 dilminhas torcida sp roubo guipaoficial celsomiranda jrmaercio,0,0,0,0,0,0,0,0,1,0
1997,roubo,0,0,0,0,0,0,0,0,1,0
1998,vezes pego pensando quantas vezes ja roubaram icon saber,0,0,0,0,0,0,0,0,1,0
1999,bancos nao permite falar celular dentro agencia medo assalto principais ladroes usam gravata dificilmente andam rua,0,0,0,0,1,0,0,1,1,0
2000,repost gazetadotatuape with letrepost modalidade assalto vem repetindo capital paulista aconteceu rua ibo ndeg 300 agua rasa nesta quinta dia 10 enviado sidon952,1,0,0,0,0,0,0,1,1,1
2001,ano to suave virada ano passado logo roubaram show racionais risada,0,1,0,0,0,0,0,1,1,0
2002,hmyas risada manda la deixa scrap faz invasao tambem uu lt3,0,0,0,0,0,0,0,0,1,0
2003,madrugada fazer assalto leve geladeiranao madrugada,0,0,0,0,0,0,0,0,1,0
2004,maais vo la natal to naave vo toma assalto 660 prft,0,0,0,0,0,0,0,0,1,0
2005,roubo marmita,0,0,0,0,0,0,0,0,1,0
2006,invasao corinthiana metro sentido corinthiansitaquera vaicorinthians arenacorinthians,0,0,0,0,0,0,0,0,1,0
2007,tambem nao pra tanto pode assalto pra resolver algum b ai fatoh real,0,0,0,0,0,0,0,0,1,0
2008,psdb quanto mexe fedeos ovos ninho estao podres midia fede junto roubo,0,0,0,0,0,0,0,0,1,0
2009,mo boa celular nada passa celular eh assalto novinha vejo geo bruninho,0,0,0,0,0,0,0,0,1,0
2010,atencao sao paulo omissao irresponsabilidade prefeito haddad ocorrendo nesse momento invasao mananciais sp,0,0,0,0,0,0,0,0,1,1
2011,luizinhocmix gracitim manriquemix andresaalvestim elismix juliovitackmix invasao mix show bola,0,0,0,0,0,0,0,0,1,0
2012,linda noite cometer homicidio culposo,0,0,0,0,0,0,0,0,1,0
2013,brasil roubo desde descobrimento qdo levavam ouro brasil pra portugal pa cabral bem poesia ter errado brasil,0,0,0,0,0,0,0,0,1,1
2014,roubo icon header voces gente perdoa ask5sosfam,0,0,0,0,0,0,0,0,1,0
2015,vitima assalto tiro atropela bandidos atropela so fazer sim,1,0,0,0,0,0,1,1,1,0
2016,zidaneromano20 pa pummmm homicidio,0,0,0,0,0,0,0,0,1,0
2017,todo roubo beijo,0,0,0,0,0,0,0,0,1,0
2018,pra ter roubo beijo,0,0,0,0,0,0,0,0,1,0
2019,vingadores sombrio invasao skrull necessito apenas 3,0,0,0,0,0,0,0,0,1,0
2020,mano boa melhor assalto risada,0,0,0,0,0,0,0,0,1,0
2021,quesito invasao notaaaaaaaaa dez,0,0,0,0,0,0,0,0,1,0
2022,aumento tarifa nao qualidade transporte sim maos alto 320 assalto avenida,0,0,0,0,0,0,0,0,1,0
2023,pa pummm homicidio,0,0,0,0,0,0,0,0,1,0
2024,td der certo nessa sexta sabado prometo nunca furto mercados risada,0,0,0,0,0,0,0,0,1,0
2025,agora assalto banco nao pe barro,0,0,0,0,0,0,0,0,1,0
2026,amanha vou comprar camisa invasao corinthiana poderoso timao hehehehehehehe,0,0,0,0,0,0,0,0,1,0
2027,igorregis3 mlk roubo 6 salgadinho risada,0,0,0,0,0,0,0,0,1,0
2028,tentativa assalto coronel reformado policia militar ocorrencia data ontem13 rua agusta centro sao paulo capital coronel atingido braco passou cirurgia nao corre,1,0,0,0,0,0,0,1,1,1
2029,saopauloagora pmesp area inicio invasao avenida aricanduva lado carrefour vai virar bairro,0,0,0,0,0,0,0,0,1,1
2030,vou ver roubo iphones pai dois mano fuder,0,0,0,0,0,0,0,0,1,0
2031,maior assalto banco historia mundo,0,0,0,0,0,0,0,0,1,0
2032,voltando pra casa ponte onibus parada monte policial volta tava tendo assalto,1,0,0,0,0,0,0,1,1,0
2033,caro ingressos maior roubo ta pior dilma caraleo,0,0,0,0,0,0,0,0,1,0
2034,assim qem roubo bateria man bang tava cheio antes durmi,0,0,0,0,0,0,0,0,1,0
2035,pegar dinheiro mae deu pro lanche usar pra comprar roar itunes roubo pesquisar,0,0,0,0,0,0,0,0,1,0
2036,fazendo assalto geladeira tio uhuuuul quanta coisa boooooooa crl,0,0,0,0,0,0,0,0,1,0
2037,poderousar cara vai pra cadeia 16 roubo sai menos 20 dependendo acusacoes vai sair la,0,0,0,0,1,0,0,1,1,0
2038,luansantana fim dvd espero gostado invasao fas,0,0,0,0,0,0,0,0,1,0
2039,davegrrrl gente eh invasao pensa param 2 cara,0,0,0,0,0,0,0,0,1,0
2040,tava puta porque tava tentando liga celular raissa nao atendia ai lembrei roubaram celular risada,0,1,0,0,0,0,0,1,1,0
2041,sequela podridao roubo ganha pao,0,0,0,0,0,0,0,0,1,0
2042,nao sorte celular memo produto roubo so zika risada,0,0,0,0,0,0,0,0,1,0
2043,fiquei tao cjateada furto sofri pedi carteira 2 bolsas 2 sapatos uncle pro chefe,0,0,1,0,0,0,0,1,1,0
2044,mano97fm mano hora hoje la foxparabens tomando assalto tv,0,0,0,0,0,0,0,0,1,0
2045,whooisgus engracado eh saber narrador band eh datena risada tipo olha gol vms aqui rapidinho assalto,0,0,0,0,0,0,0,0,1,0
2046,liberapramimls to comendo doces du assalto niver valen sjsskskskssksks mpn luan,0,0,0,0,0,0,0,0,1,0
2047,quis entrar mente blindada contra invasao coloquei minas terrestres envolta coracao,0,0,0,0,0,0,0,0,1,0
2048,olha viu assalto guarda roupa ta tao grande ate 6 anos ta usando blusas hahaha,0,0,0,0,0,0,0,0,1,0
2049,ninja som invasao europeia tornouse ainda forte aqui italianas rcf ganharam reforco peso espanholas chegaram venham conferir ninja som,0,0,0,0,0,0,0,0,1,0
2050,falomesmogostou tentativa homicidio qualificado morrer pior vai juri drangelocarbone fcdocarbone,0,0,0,0,0,1,0,1,1,0
2051,invadi impresa coloquei mo terror bolado dei voz assalto todo mundo deito malote fuga gerente reagiu,0,0,0,0,0,0,0,0,1,0
2052,to planejando ficar anovou fazer assalto banco pra vida melhorar,0,0,0,0,0,0,0,0,1,0
2053,prefeito sp duas virtudes roubo cara pau discurso iate comprei alheio euvotonulo,0,0,0,0,0,0,0,0,1,1
2054,cobertura nacionais importados caminhoes 100 tabela fipe proubofurtocolisaodanos 3degs consulta cpf todo brasil consulte zap 11 983831055 brasil sao paulo,0,0,0,0,0,0,0,0,1,1
2055,thadeurosa criacao jurisprudencial regra sabe local consumacao ocorre homicidio muitas vezes morte acontece,0,0,0,0,0,0,0,0,1,0
2056,sp voce nao prepara besteira invasao zumbi voce prepara invasao pcc pior ainda,0,0,0,0,0,0,0,0,1,1
2057,acho yuri ikke tiraram fotos antes irem fazer assalto banco central so bixao avatar,0,0,0,0,0,0,0,0,1,0
2058,servisse comida p hipertenso iriam acusar tentativa homicidio ta salgada p kct,0,0,0,0,0,0,0,0,1,0
2059,toda patricinha adora vagabundose pobre nao lembrose rico roubaram,0,0,0,0,0,0,0,0,1,0
2060,mundo preso albanes condenado homicidio fez refens cinco guardas prisionais,0,0,0,0,0,1,0,1,1,0
2061,justaswagboy aham gtlt ngm mandou twitter ofendendo ne porque roubaram celular aqui,0,1,0,0,0,0,0,1,1,0
2062,tempos cod black ops vitor pau cu roubomeu kill vitorfabro,0,0,0,0,0,0,0,0,1,0
2063,disfarcar furto,0,0,0,0,0,0,0,0,1,0
2064,bom venho ver prima ja roubo wifi,0,0,0,0,0,0,0,0,1,0
2065,foda rt getimao invasao orlando scarpelli olhos louca via subversiva,0,0,0,0,0,0,0,0,1,0
2066,amanda358 assalto,0,0,0,0,0,0,0,0,1,0
2067,policia prende suspeito roubo banco divulga imagens acao,0,1,0,0,0,0,0,1,1,0
2068,digaoi ligando144 nao atende fica tocando musica derruba ligacao debitado 299 1 serv nao contratei roubo,0,0,0,0,0,0,0,0,1,0
2069,invasao baiana artrevolution maximilianlecki vale anhangabau,0,0,0,0,0,0,0,0,1,0
2070,cezaralves chega roubo,0,0,0,0,0,0,0,0,1,0
2071,assaltaram aqui 1600 conto lanche plmdds praca alimentacao,0,0,0,0,0,0,0,0,1,0
2072,acabei seriado invasao alienigena,0,0,0,0,0,0,0,0,1,0
2073,autoestima conheci mina gata pediu pra passar telefone achei assalto,0,0,0,0,0,0,0,0,1,0
2074,homicidio sunset 1round tobeboainda parei cluba,0,0,0,0,0,0,0,0,1,0
2075,acompanhando cliente esclarecimentos processo sobre furto qualificado abuso confianca nesse caso furto cometido pessoa vitima confiava permitia acesso,0,0,1,0,0,0,0,1,1,0
2076,simonesexologa assalto roubo furto corre role saida varias nomes,0,0,0,0,1,0,0,1,1,0
2077,jaja mckoringa logo menos tamo chegando invasao adp patrocinio wcostaoficiall,0,0,0,0,0,0,0,0,1,0
2078,datena havia movimento via eh homicidio,0,0,0,0,0,1,0,1,1,0
2079,vo assalto basico geladeira rapidinho amigosdadetremurasdv,0,0,0,0,0,0,0,0,1,0
2080,caduuuuuuu cara real ate sonhos roubo,0,0,0,0,0,0,0,0,1,0
2081,assalto mao armada compra st marche supermercado santo amaro,0,0,0,0,0,0,0,0,1,1
2082,nao acredito finalmente vi lolo invasao bixos 9,0,0,0,0,0,0,0,0,1,0
2083,vai chover assalto,0,0,0,0,0,0,0,0,1,0
2084,brucaprio hahahahahahahahaha voce so pq roubo peitos todas mina acha ta moral,0,0,0,0,0,0,0,0,1,0
2085,mariadocarmosp fim tempos vai tv critica ex sempre gabou seg roubo,0,0,0,0,0,0,0,0,1,0
2086,330 agua sera errei terminal vim parar congonhas aff roubo,0,0,0,0,0,0,0,0,1,0
2087,daqui pouco 14h comecam atividades segundo dia invasao brasileira sxsw 2017,0,0,0,0,0,0,0,0,1,0
2088,r 380 caralho roubo desgracando largo batata in sao paulo sp,0,0,0,0,0,0,0,0,1,1
2089,vou fazer assalto maroto cozinha ja volto,0,0,0,0,0,0,0,0,1,0
2090,vitoririneu melhor assalto antes roubar 7 belo nokia lanterninha,0,0,0,0,0,0,0,0,1,0
2091,vo faze assalto casa branca,0,0,0,0,0,0,0,0,1,0
2092,tribunal justica amazonas condenou osmar delfino filho 36 anos prisao duplo,0,0,0,0,0,0,0,0,1,0
2093,nao roubo ruim,0,0,0,0,0,0,0,0,1,0
2094,natal tbm dia estreia cinemark caras pau misterioso roubo anel in sao paulo sp,0,0,0,0,0,0,0,0,1,1
2095,quase terco centenario nunca vi filme tao cabuloso quanto operacao invasao hbood,0,0,0,0,0,0,0,0,1,0
2096,tanto roubo bone ontem milagre risada,0,0,0,0,0,0,0,0,1,0
